Release Year,Song,Artist,Album,Genre,Duration,Writer,Composer,Producer,Award
1998,Inuman Na,Parokya ni Edgar,Gulugod Beningen,Pinoy Rock,4:03,Chito Miranda,Chito Miranda,Chito Miranda,
1998,Bigotilyo,Parokya ni Edgar,Gulugod Beningen,Pinoy Rock,3:41,Chito Miranda,Chito Miranda,Chito Miranda,
1998,Itatanong Ko Lang,Parokya ni Edgar,Gulugod Beningen,Pinoy Rock,3:44,Chito Miranda,Chito Miranda,Chito Miranda,
1998,Himig Natin,Parokya ni Edgar,Gulugod Beningen,Pinoy Rock,4:22,Juan de la Cruz Band,"Joey ""Pepe"" Smith",Chito Miranda,
1998,Laging Na'ron Ka,Jaya,In the Raw,R&B / Pop Ballad,4:30,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1998,I Don't Want to Wait,Jaya,In the Raw,R&B / Pop,4:06,Vehnee Saturno,Paula Cole,Vehnee Saturno,
1998,Kapag Ako Ay Nagmahal,Jolina Magdangal,Jolina,Pop / Dance,4:02,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1998,Sabado Night,Prettier Than Pink,Single,Pop / Dance,3:50,Lei Bautista,Lei Bautista,Lei Bautista,
1998,O Lumiyag ,Lani Misalucha,Tunay Na Mahal,OPM Ballad,3:35,Lani Misalucha,Lani Misalucha,Lani Misalucha,
1998,Finfing It Hard to Say Goodbye,Lea Salonga,Lea Salonga,Musical Theater / Pop,4:15,Lea Salonga,Tim Rice & Alan Menken,Lea Salonga,
1998,"Sometime, Somewhere",Basil Valdez,Single,OPM Ballad,5:10,Ryan Cayabyab,Ryan Cayabyab,Ryan Cayabyab,
1998,Muli ,Vina Morales,Single,Pop Ballad,4:28,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1998,Di Na Bawi,Jolina Magdangal,Jolina,Pop / Dance,3:10,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1998,I'll Never Go,Nexxus,Nexxus,Pop Ballad,4:25,Nexxus,Frank Singco,Frank Singco,
1998,Kailan   ,Smokey Mountain,Single,Pop,3:58,Ryan Cayabyab,Ryan Cayabyab,Ryan Cayabyab,
1998,Somewhere In My Past,Julie Vega,Single ,OPM Ballad,3:43,Julie Vega,Mon del Rosario,Mon del Rosario,
1998,Sana,Amy Perez,Single,Pop Ballad,4:14,Amy Perez,Ogie Alcasid,Ogie Alcasid,
1998,Sana Kahit minsan,Ariel Rivera,Single,OPM Ballad,3:53,Ariel Rivera,Vehnee Saturno,Vehnee Saturno,
1998,Dahil Tanging Ikaw,Jaya,In the Raw ,R&B / Pop Ballad,3:54,Jaya,Vehnee Saturno,Vehnee Saturno,
1998,Everyday,Agot Isidro,Best In Me,Pop / Jazz,4:31,Agot Isidro,Agot Isidro,Agot Isidro,
1998,Beginning Today,Agot Isidro,Best In Me,Pop / Jazz,4:01,Agot Isidro,Agot Isidro,Agot Isidro,
1998,Dito Sa Puso Ko,Jolina Magdangal,Jolina,Pop / Dance,3:36,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1998,Sana'y Magbalik,Jolina Magdangal,Jolina,Pop / Dance,3:44,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1998,Sayang Na Sayang,Aegis,Halik,Pinoy Rock / Power Ballad,4:38,Aegis,Arnel de Pano,Arnel de Pano,
1998,Kasalanan Ba,Men Oppose,Single,Alt Rock,4:12,Men Oppose,Men Oppose,Men Oppose,
1998,Mula Sa Puso,Jude Michael,Single,OPM Ballad,4:44,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1998,Paano   ,Joey Albert & Louie Reyes,Paano,Pop Ballad,3:38,Joey Albert,Ray-An Fuentes,Ray-An Fuentes,
1999,Huwag Mo Nang Itanong,Easerheads,Circus ,Alt Rock,4:14,Ely Buendia,Ely Buendia,Robin Rivera,
1999,Kaliwete,Easerheads,Fruitcake,Alt Rock,4:09,Ely Buendia,Ely Buendia,Robin Rivera,
1999,It's Not Easy Being Green,Rivermaya,Fruitcake,Alt Rock,4:42,Rivermaya,Joe Raposo,Rico Blanco,
1999,Laklak,Teeth,Teeth,Pinoy Rock,3:50,Teeth,Glenn Jacinto,Teeth,
1999,Shooting Star,Teeth,Trip,Alt Rock,4:20,Teeth,Glenn Jacinto,Teeth,
1999,Tabing ilog,Barbie's Cradle,Barbie’s Cradle,Pop Rock,4:01,Barbie Almalbis,Barbie Almalbis,Barbie Almalbis,
1999,The Dance,Barbie's Cradle,Garth Brooks,Pop Ballad,4:28,Barbie Almalbis,Barbie Almalbis,Barbie Almalbis,
1999,Picha Pie,Parokya ni Edgar,Khangkhungkherrnitz,Comedy Rock / Alt Rock,3:22,Chito Miranda,Chito Miranda,Chito Miranda,
1999,Inuman Na,Parokya ni Edgar,Buruguduystunstugudunstuy,Pinoy Rock / Comedy Rock,4:03,Chito Miranda,Chito Miranda,Chito Miranda,
1999,Girl Be Mine,Francis Magalona,Side A,Hip-Hop / Pop Rap,4:14,Francis Magalona,Francis Magalona,Jimmy Antiporda,
1999,Razzle Dazzle,True Faith,Ryan Cayabyab Works,Pop / Jazz,4:24,True Faith,Medwin Marfil,True Faith,
1999,Sana'y Kapiling Ka,Jolina Magdangal,Ogie Alcasid,Pop Ballad,4:11,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1999,Kapag Ako Ay Nagmahal,Jolina Magdangal,Sharon Cuneta,OPM Ballad,4:02,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1999,So Slow,Freestyle,Freestyle,R&B / Pop,5:34,Freestyle,Tat Suzara,Tat Suzara,
1999,Wala Na Bang Pag-Ibig ,Jaya,Jaya,OPM Ballad,4:13,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1999,Sana Dalawa Ang Puso Ko,Janno Gibbs,Bodjie Dasig,OPM Ballad,4:54,Janno Gibbs,Janno Gibbs,Janno Gibbs,
1999,Minsan Na Lang Kitang Iibigin,Ariel Rivera,Simple Lang,OPM Ballad,4:00,Ariel Rivera,Aaron Paul del Rosario,Vehnee Saturno,
1999,Getting To Know Each Other,Ariel Rivera,The King and I Soundtrack,Musical / Show Tune,3:57,Ariel Rivera,Gerard Kenny,Ariel Rivera,
1999,Best In Me,Agot Isidro,The Best of Me,Pop / Jazz,4:28,Agot Isidro,Agot Isidro,Agot Isidro,
1999,Ipagpatawad Mo,Janno Gibbs,VST & Company Hits,Disco / Funk,3:45,Janno Gibbs,Vic Sotto & Joey de Leon,Janno Gibbs,
1999,Kahit Na,Regine Velasquez,Touch of Love,Pop Ballad,4:03,Vehnee Saturno,Willy Cruz,Willy Cruz,
1999,In Love With You,Regine Velasquez & Jacky Cheung,Touch of Love,Pop Ballad,4:18,Regine Velasquez,John Laudon,John Laudon,
1999,Suntok Sa Buwan,Session Road,Session Road,Alt Rock,4:24,Session Road,Hannah Romawac,Hannah Romawac,
1999,Butterfly Carnival,Sandwich,Grip Stand Throw,Alt Rock,4:50,Sandwich,Sandwich,Raymund Marasigan,
1999,68 Sixties,Easerheads,Cutterpillow,Alt Rock,3:20,Ely Buendia,Ely Buendia,Robin Rivera,
1999,Salamat,The Dawn,Beyond the Bend,Rock,3:48,The Dawn,Teddy Diaz,The Dawn,
1999,Masaya,Bamboo,As the Music Plays,Alt Rock,4:27,Bamboo Mañalac,Bamboo Mañalac,Bamboo Mañalac,
1999,Yugyugan Na,P.O.T,The Greatest Hits,Funk Rock,4:38,Karl Roy,Karl Roy,P.O.T.,
1999,Ulan,Rivermaya,Atomic Bomb,Alt Rock,4:34,Rivermaya,Rico Blanco,Rico Blanco,
1999,Mata Ng Diyos,Wolfgang,Seminar,Hard Rock,4:46,Wolfgang,Wolfgang,Wolfgang,
1999,Hesus,Alamid,Alamid,Alt Rock,5:20,Alamid,Alamid,Alamid,
1999,Paglisan,Color It Red,Hand Painted Sky,Alt Rock,5:14,Color It Red,Cooky Chua,Color It Red,
1999,Kaba,Tootsie Guevara,Tootsie Guevara,Pop,3:51,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1999,Mahal Ka Sa Akin,Tootsie Guevara,Tootsie Guevara,Pop Ballad,4:31,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1999,Pasulyap-Sulyap,Jessa Zaragoza,Just Can't Help Feeling,Pop Ballad,3:25,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1999,Paper Roses,Jolina Magdangal,Red Roses,Pop,3:04,Paper Roses,Fred Spielman & Janice Torre,Vehnee Saturno,
1999,Tameme,Jolina Magdangal,Jolina,Pop,3:24,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1999,"Tulak ng Bibig, Kabig ng Dibdib",Jolina Magdangal,Jolina,Pop,4:21,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1999,Mahal Mo Ba Ako,Jolina Magdangal,Jolina,Pop,3:52,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1999,Pumipintig Ang Puso,Tootsie Guevara,Tootsie Guevara,Pop Ballad,3:48,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1999,Iniwan,Tootsie Guevara,Tootsie Guevara,Pop Ballad,4:11,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
1999,Surrender,Jamie Rivera,My Life in Music,Christian Pop,4:13,Jamie Rivera,Jamie Rivera,Jamie Rivera,
1999,Love Is All That Matters,Jamie Rivera,Hey It's Me,Christian Pop,4:28,Jamie Rivera,Jamie Rivera,Jamie Rivera,
1999,"Ay, Ay, Ay, Pag-Ibig",Ara Mina,Ara Mina,Pop,3:58,Ara Mina,Lito Camo,Lito Camo,
1999,Alam Mo Ba,Ara Mina,Ara Mina,Pop Ballad,3:42,Ara Mina,Ara Mina,Ara Mina,
1999,Totoy Bibo,Vhong Navarro,Totoy Bibo,Novelty / Dance,4:54,Vhong Navarro,Lito Camo,Lito Camo,
1999,Bawal Na Gamot,Willy Garte,Bawal Na Gamot,Folk / Novelty,3:44,Willy Garte,Willy Garte,Willy Garte,
1999,Kung Kailangan Mo Ako,Ara Mina,Ara Mina,Pop Ballad,4:05,Ara Mina,Rey Valera,Rey Valera,
1999,Asa Ka,Ara Mina,Ara Mina,Pop,4:10,Ara Mina,Lito Camo,Lito Camo,
1999,Hanggang Dito Na Lang,Tootsie Guevara,Tootsie Guevara,Pop Ballad,3:58,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2000,Torete,Moonstar88,Popcorn,Alt Rock / Pop,4:31,Darwin Hernandez,Darwin Hernandez,Moonstar88,
2000,Sulat,Moonstar88,Popcorn,Alt Rock / Pop,4:28,Darwin Hernandez,Darwin Hernandez,Moonstar88,
2000,Panalangin,Moonstar88,Popcorn,Alt Rock / Pop,3:35,Jim Paredes,Jim Paredes,Moonstar88,
2000,Sa Langit,Moonstar88,Popcorn,Alt Pop / Rock,3:50,Darwin Hernandez,Darwin Hernandez,Moonstar88,
2000,Kahit Na,Bridge,Single,Pop Ballad,3:50,Bridge,Bridge,Bridge,
2000,I'll Face Tomorrow,Marco Sison,Single,Pop Ballad,4:05,Marco Sison,Marco Sison,Marco Sison,
2000,Akala Mo,Aiza Seguerra,Pagdating Ng Panahon,Acoustic Pop,4:01,Moy Ortiz & Edith Gallardo,Moy Ortiz & Edith Gallardo,Moy Ortiz,
2000,Pakisabi Na Lang,The Company,Single,Pop / Jazz,5:23,Moy Ortiz & Edith Gallardo,Moy Ortiz & Edith Gallardo,The Company,
2000,Kailangan Ko'y Ikaw,Regine Velasquez,Kailangan Ko'y Ikaw,Pop Ballad,3:18,Ogie Alcasid,Ogie Alcasid,Ogie Alcasid,
2000,Tuwing Umuulan at Kapiling Ka,Regine Velasquez,Kailangan Ko'y Ikaw,Pop Ballad,4:15,Ryan Cayabyab,Ryan Cayabyab,Ryan Cayabyab,
2000,Written In The Sand,Regine Velasquez,Kailangan Ko'y Ikaw,Pop Ballad,4:12,Tats Faustino,Tats Faustino,Regine Velasquez,
2000,Faithfully,Rivermaya,Free   ,Alt Rock,4:30,Steve Perry & Jonathan Cain,Steve Perry & Jonathan Cain,Rico Blanco,
2000,Ambulansya,Rivermaya,Free   ,Alt Rock,4:44,Ely Buendia,Ely Buendia,Rico Blanco,
2000,Serious Light,Rivermaya,Free   ,Alt Rock,4:27,Rivermaya,Rico Blanco,Rico Blanco,
2000,It's Getting Late,Rivermaya,Free   ,Alt Rock,4:26,Rivermaya,Rico Blanco,Rico Blanco,
2000,Steady,Rivermaya,Free   ,Alt Rock,5:05,Rivermaya,Rico Blanco,Rico Blanco,
2000,Scared,Rivermaya,Free   ,Alt Rock,3:38,Rivermaya,Rico Blanco,Rico Blanco,
2000,Kahit Kailan,South Border,The Live Album,R&B / Pop,5:27,Jay Durias,Jay Durias,Jay Durias,
2000,Habang Atin Ang Gabi,South Border,The Live Album,R&B / Pop,5:01,Jay Durias,Jay Durias,Jay Durias,
2000,Love of My Life,South Border,The Live Album,R&B / Pop,4:06,Jay Durias,Jay Durias,Jay Durias,
2000,Peksman,Siakol,Saitandem,Rock,4:28,Siakol,Siakol,Siakol,
2000,Gabo,Siakol,Saitandem,Rock,4:16,Siakol,Siakol,Siakol,
2000,Nag-iisang Muli,Joey Albert,Single,Pop Ballad,4:05,Joey Albert,Joey Albert,Joey Albert,
2000,One More Gift,Lani Misalucha,All Heart,Pop Ballad,4:36,Lani Misalucha,Lani Misalucha,Lani Misalucha,
2000,Ikaw Lang Ang Mamahalin,Lani Misalucha,All Heart,Pop Ballad,4:24,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2000,Anak,Freddie Aguilar,2000 New Version,Folk / OPM,3:54,Freddie Aguilar,Freddie Aguilar,Freddie Aguilar,
2000,Maselang Bahaghari,Eraserheads,Natin99,Alt Rock,5:05,Ely Buendia,Ely Buendia,Robin Rivera,
2000,Pop Machine,Eraserheads,Natin99,Alt Rock,5:38,Ely Buendia,Ely Buendia,Robin Rivera,
2000,Sino Sa Atin,Eraserheads,Natin99,Alt Rock,3:07,Ely Buendia,Ely Buendia,Robin Rivera,
2000,Game! Na,Eraserheads,Natin99,Alt Rock,3:41,Ely Buendia,Ely Buendia,Robin Rivera,
2000,Kahit Pa ,Hale,Single (Early Demo),Alt Rock,5:14,Champ Lui Pio,Champ Lui Pio,Champ Lui Pio,
2000,Kung Wala Na,Jaya,Five,Pop Ballad,4:10,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2000,Habang May Buhay,Jaya,Five,Pop Ballad,4:43,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2000,Finding Out the Hard Way,Jaya,Five,Pop Ballad,4:54,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2000,Inis-Mono ,Parokya ni Edgar,Gulugod Beningen,Pop Ballad,3:17,Chito Miranda,Chito Miranda,Chito Miranda,
2000,Wag Mo Na Sana,Parokya ni Edgar,Gulugod Beningen,Comedy Rock,3:03,Chito Miranda,Chito Miranda,Chito Miranda,
2000,Pakiusap Lang (Lasingin Nyo Ako),Parokya ni Edgar,Gulugod Beningen,Comedy Rock,3:12,Chito Miranda,Chito Miranda,Chito Miranda,
2000,Moonspeak,Rivermaya,Free,Comedy Rock,4:04,Rivermaya,Rico Blanco,Rico Blanco,
2000,Imbecilesque,Rivermaya,Free,Alt Rock,4:11,Rivermaya,Rico Blanco,Rico Blanco,
2000,The Way You Look at Me,Christian Bautista,Single,Alt Rock,3:29,Christian Bautista,Christian Bautista,Christian Bautista,
2000,Paano Ko Sasabihin,Thor,Single,Pop Ballad,3:53,Thor Dulay,Thor Dulay,Thor Dulay,
2000,This Guy's Inlove With You Pare,Parokya ni Edgar,Bigotilyo,Pop Ballad,3:11,Chito Miranda,Chito Miranda,Chito Miranda,
2000,Swimming Beach,Parokya ni Edgar,Gulugod Beningen,Comedy Rock,4:29,Chito Miranda,Chito Miranda,Chito Miranda,
2000,Araw-Araw,True Faith,Memories Are Cheap,Comedy Rock,4:41,True Faith,True Faith,True Faith,
2000,Kung Ikaw Ay Masaya,Jolina Magdangal,Jolina,Pop Rock,3:47,Jolina Magdangal,Jolina Magdangal,Jolina Magdangal,
2000,Naghihintay,The Company,Single,Pop,3:52,Moy Ortiz & Edith Gallardo,Moy Ortiz & Edith Gallardo,The Company,
2000,Through The Years,Freestyle,Freestyle,Pop / Jazz,4:18,Freestyle,Freestyle,Tat Suzara,
2000,Puppy Love,Jolina Magdangal,On My Own,R&B / Pop,3:52,Jolina Magdangal,Jolina Magdangal,Jolina Magdangal,
2000,You Made Me Stronger,Regine Velasquez,Kailangan Ko'y Ikaw,Pop,4:08,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2000,Aaminin Ko,6cyclemind,Single,Pop Ballad,4:20,6cyclemind,6cyclemind,6cyclemind,
2001,Pagdating Ng Panahon,Aiza Seguerra,Pagdating ng Panahon,Alt Rock,4:13,Moy Ortiz & Edith Gallardo,Moy Ortiz & Edith Gallardo,Moy Ortiz,
2001,Hanggang Ngayon,Kyla,Way to Your Heart,Pop Ballad,4:45,Jonathan Manalo,Jonathan Manalo,Jonathan Manalo,
2001,Kung Mawawala Ka,Ogie Alcasid,Kung Mawawala Ka,R&B / Pop,4:23,Ogie Alcasid,Ogie Alcasid,Ogie Alcasid,
2001,Kailngan Ko'y Ikaw,Regine Velasquez,Listen Without Prejudice,Pop Ballad,3:18,Ogie Alcasid,Ogie Alcasid,Ogie Alcasid,
2001,Ikaw Lamang,Janno Gibs & Jaya,Ikaw Lamang,Pop Ballad,3:58,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2001,Sa Aking Puso,Ariel Rivera,Simple Lang,Pop Ballad,3:58,Ariel Rivera,Ariel Rivera,Vehnee Saturno,
2001,Pag-Ibig Ko'y Pansinin,Faith Cuneta,Faith,Pop Ballad,4:32,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2001,Maybe,King,Maybe,Pop Ballad,4:35,King,King,King,
2001,Tell Me,Joey Albert,Tell Me,Pop,3:47,Joey Albert,Joey Albert,Joey Albert,
2001,Sa Langit,Moonstar88,Popcorn,Pop,3:50,Darwin Hernandez,Darwin Hernandez,Moonstar88,
2001,Swimming Beach,Parokya ni Edgar,Bigotilyo,Alt Pop / Rock,4:29,Chito Miranda,Chito Miranda,Chito Miranda,
2001,Sorry Na,Parokya ni Edgar,Gulong Itlog Gulong,Comedy Rock,4:06,Chito Miranda,Chito Miranda,Chito Miranda,
2001,Alumni Homecoming,Parokya ni Edgar,Gulong Itlog Gulong,Comedy Rock,5:29,Chito Miranda,Chito Miranda,Chito Miranda,
2001,Maskara,Easerheads,Sticker Happy,Comedy Rock,4:42,Ely Buendia,Ely Buendia,Robin Rivera,
2001,Pula,Easerheads,Sticker Happy,Alt Rock,4:58,Ely Buendia,Ely Buendia,Robin Rivera,
2001,Faithless,Rivermaya,Trip,Alt Rock,4:56,Rivermaya,Rico Blanco,Rico Blanco,
2001,Imbecile Que,Rivermaya,Atomic Bomb,Alt Rock,4:11,Rivermaya,Rico Blanco,Rico Blanco,
2001,"Umaaraw, Umuulan",Rivermaya,Trip,Alt Rock,7:00,Rivermaya,Rico Blanco,Rico Blanco,
2001,Jopay,Mayonnaise,Mayonnaise,Alt Rock,4:08,Monty Macalino,Monty Macalino,Monty Macalino,
2001,Better Days,Franco,Franco,Alt Rock,4:44,Franco Reyes,Franco Reyes,Franco Reyes,
2001,Bukas Na Lang Kita Mamahalin,Lani Misalucha,Tunay Na Mahal,Pop Ballad,4:26,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2001,Sayo Na Lang Ako,Kyla,Kyla,R&B / Pop,4:13,Jonathan Manalo,Jonathan Manalo,Jonathan Manalo,
2001,Stay,Cueshe,Half Empty Half Full,Alt Rock,4:01,Jay Justiniani,Jay Justiniani,Cueshe,
2001,Bakit Pa Ba,Jay R,Gameface,R&B / Pop,4:45,Jay R,Jay R,Jay R,
2001,If,Nelson Del Castillo,If,Pop Ballad,4:15,Nelson Del Castillo,Nelson Del Castillo,Nelson Del Castillo,
2001,Dito Sa Puso Ko,Jessa Zaragoza,Just Can't Help Feeling,Pop Ballad,3:51,Jessa Zaragoza,Jessa Zaragoza,Vehnee Saturno,
2001,Carbon Stereoxide,Easerheads,Cutterpillow,Alt Rock,4:35,Ely Buendia,Ely Buendia,Robin Rivera,
2001,Hula,Easerheads,Cutterpillow,Alt Rock,3:49,Ely Buendia,Ely Buendia,Robin Rivera,
2001,Paris,Chicosci,Method of Breathing,Alt Rock,3:57,Chicosci,Chicosci,Chicosci,
2001,First Of Summer,Urbandub,Birth,Alt Rock,4:03,Gabby Alipe,Gabby Alipe,Gabby Alipe,
2001,Oxygen,Barbie's Cradle,Barbie's Cradle,Alt Rock,3:55,Barbie Almalbis,Barbie Almalbis,Barbie Almalbis,
2001,Money For Food,Barbie's Cradle,Barbie's Cradle,Alt Rock,4:17,Barbie Almalbis,Barbie Almalbis,Barbie Almalbis,
2001,Lakas Tama,Siakol,Tatsulok,Rock,4:47,Siakol,Siakol,Siakol,
2001,Perksman,Siakol,Tatsulok,Rock,4:28,Siakol,Siakol,Siakol,
2001,Gising Na,Brownman Revival,Brownman Revival,Pop,4:06,Brownman Revival,Brownman Revival,Brownman Revival,
2001,Under Southern Lights,Rivermaya,Free,Alt Rock,4:59,Rivermaya,Rico Blanco,Rico Blanco,
2001,Ambon,Rivermaya,Free,Alt Rock,4:16,Rivermaya,Rico Blanco,Rico Blanco,
2001,Dadalhin,Regine Velasquez,R2K,Pop Ballad,4:17,Tats Faustino,Tats Faustino,Jonathan Manalo,
2001,To Reach You,Regine Velasquez,R2K,Pop Ballad,4:10,Regine Velasquez,Regine Velasquez,Regine Velasquez,
2001,One Hello,Kyla,Way to Your Heart,R&B / Pop,3:51,Jonathan Manalo,Jonathan Manalo,Jonathan Manalo,
2001,Bring It On,Kyla,Way to Your Heart,R&B / Pop,4:24,Jonathan Manalo,Jonathan Manalo,Jonathan Manalo,
2001,I Will Survive,Lani Misalucha,Tunay Na Mahal,Pop Ballad,3:45,Lani Misalucha,Lani Misalucha,Lani Misalucha,
2001,Anong Say Mo,Lani Misalucha,Tunay Na Mahal,Pop Ballad,4:04,Lani Misalucha,Lani Misalucha,Lani Misalucha,
2001,Sana'y Ibigin Mo,Roselle Nava,Roselle Nava,Pop Ballad,3:53,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2001,Bakit Ba Ganyan,Jolina Magdangal,Jolina,Pop,4:17,Jolina Magdangal,Jolina Magdangal,Jolina Magdangal,
2001,Macho Guwapito,Jolina Magdangal,Jolina,Pop,3:17,Jolina Magdangal,Jolina Magdangal,Jolina Magdangal,
2001,Ikaw   ,Sarah Geronimo,Popstar: A Dream Come True,Pop,3:45,Sarah Geronimo,Sarah Geronimo,Sarah Geronimo,
2001,If The Feeling is Gone,Kyla,Kyla,R&B / Pop,4:21,Jonathan Manalo,Jonathan Manalo,Jonathan Manalo,
2001,Akala ko,Aiza Seguerra,Pagdating ng Panahon,Acoustic Pop,4:01,Moy Ortiz & Edith Gallardo,Moy Ortiz & Edith Gallardo,Moy Ortiz,
2001,In My Life,Aiza Seguerra,Pagdating ng Panahon,Acoustic Pop,3:35,Lennon–McCartney,Lennon–McCartney,Vic de Leon-Feliciano,
2002,The Day You Said Goodnight,Hale,Hale,Alt Rock,4:51,Champ Lui Pio,Champ Lui Pio,Champ Lui Pio,
2002,Stay,Carol Banawa,Carol,Pop Ballad,4:01,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2002,Iingatan Ka,Carol Banawa,Carol,Pop Ballad,5:14,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2002,Sa Puso Ko,Faith Cuneta,Faith,Pop Ballad,4:02,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2002,Wag Na Init Ulo Baby,Rivermaya,Free,Alt Rock,3:36,Rivermaya,Rivermaya,Rico Blanco,
2002,Sulit,Moonstar88,Popcorn,Alt Pop / Rock,3:54,Darwin Hernandez,Darwin Hernandez,Moonstar88,
2002,Sana Ngayong Pasko,Ariel Rivera,Christmas Album,Christmas / Pop,3:58,Jimmy Borja,Jimmy Borja,Ariel Rivera,
2002,Only Selfless Love,Jamie Rivera,Jamie Rivera Collection,Christian Pop,4:44,Jamie Rivera,Jamie Rivera,Jamie Rivera,
2002,Tanging Yaman,Carol Banawa,Christmas Album,Christmas / Pop,4:26,Philip Gan,Philip Gan,Jamie Rivera,
2002,Spoliarium,Easerheads,Sticker Happy,Alt Rock,5:30,Ely Buendia,Ely Buendia,Robin Rivera,
2002,Aking Pagmamahal,True Faith,Perfect,Pop Rock,3:55,True Faith,True Faith,True Faith,
2002,Deadma,Rocksteddy,Ayos Lang,Ska / Rock,4:02,Rocksteddy,Rocksteddy,Rocksteddy,
2002,Senti,Yano,Yano,Alt Rock,4:42,Dong Abay,Dong Abay,Dong Abay,
2002,Huwag Mo Nang Itanong,Easerheads,Circus,Alt Rock,4:14,Ely Buendia,Ely Buendia,Robin Rivera,
2002,Tuloy Ang Ligaya,Rivermaya,Free,Alt Rock,3:35,Rico Blanco,Rico Blanco,Rico Blanco,
2002,Isang Bandila,Rivermaya,Free,Alt Rock,4:41,Rico Blanco,Rico Blanco,Rico Blanco,
2002,The Answer,Chicosci,Method of Breathing,Alt Rock,4:06,Chicosci,Chicosci,Chicosci,
2002,Fly Tonight,Slapshock,4th Degree Burn,Nu Metal,3:18,Slapshock,Slapshock,Slapshock,
2002,Anino,Sugarfree,Dramachine,Alt Rock,4:08,Ebe Dancel,Ebe Dancel,Sugarfree,
2002,Sa Aking Pag-Iisa,Regine Velasquez,R2K,Pop Ballad,3:33,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2002,Magpakailanman,Wency Cornejo,Langit,Pop Ballad,4:53,Wency Cornejo,Wency Cornejo,Wency Cornejo,
2002,Sana,Sarah Geronimo,Popstar: A Dream Come True,Pop,3:53,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2002,Nandito Lang Ako,Shamrock,Shamrock,Pop Rock,4:08,Shamrock,Shamrock,Shamrock,
2002,Macho Guwapito,Rico J. Puno,The Greatest Hits,OPM / Pop,3:12,Rico J. Puno,Rico J. Puno,Rico J. Puno,
2002,Otso-Otso,Bayani Agbayani,Bayani Agbayani,Novelty / Dance,3:37,Lito Camo,Lito Camo,Lito Camo,
2002,Mr.Suave,Parokya ni Edgar,Bigotilyo,Comedy Rock,4:28,Chito Miranda,Chito Miranda,Chito Miranda,
2002,I Will Be Here,Gary Valenciano,Faces of Love,Pop Ballad,4:32,Steven Curtis Chapman,Steven Curtis Chapman,Gary Valenciano,
2002,How Did You Know,Gary Valenciano,Faces of Love,Pop Ballad,4:37,Gary Valenciano,Gary Valenciano,Gary Valenciano,
2002,"Araw-Araw, Gabi-Gabi",Lani Misalucha,Tunay Na Mahal,Pop Ballad,3:23,Lani Misalucha,Lani Misalucha,Lani Misalucha,
2002,Baka Sakali,Freestyle,Freestyle,R&B / Pop,4:46,Freestyle,Freestyle,Tat Suzara,
2002,Pata-Pata Pon,SexBomb Girls,Round,Dance Pop,3:51,Lito Camo,Lito Camo,Lito Camo,
2002,Bakya Mo Neneng,SexBomb Girls,Round,Dance Pop,3:41,Lito Camo,Lito Camo,Lito Camo,
2002,Sayaw Na,Vhong Navarro,Totoy Bibo,Novelty / Dance,3:42,Lito Camo,Lito Camo,Lito Camo,
2002,Pamela,Vhong Navarro,Totoy Bibo,Novelty / Dance,3:51,Lito Camo,Lito Camo,Lito Camo,
2002,I Believe,Jimmy Bondoc,Jimmy Bondoc,Acoustic Pop,4:31,Jimmy Bondoc,Jimmy Bondoc,Jimmy Bondoc,
